Commercial AO designator,CFN,CFN suffix,ATC AO designator,ATC flight id,Start of period of operation,End of period of operation,Days of operation,ICAO ADEP,EOBT,ICAO ADES,ETA,ICAO aircraft type,No-change indicator,Change-actions indicator,Call-sign format,Next CFN
AF,349,,AFR,349,12SEP11,27OCT11,14,CYUL,0240,LFPG,0930,B744,N,,,
AF,351,,AFR,351,27MAR11,08MAY11,1234567,CYYZ,2245,LFPG,0610,A343,N,,,
AF,351,,AFR,351,09MAY11,02OCT11,1234567,CYYZ,2245,LFPG,0610,B744,N,,,
AF,351,,AFR,351,03OCT11,28OCT11,1357,CYYZ,2245,LFPG,0610,A343,N,,,
AF,351,,AFR,351,04OCT11,27OCT11,246,CYYZ,2245,LFPG,0610,B744,N,,,
AF,351,,AFR,351,29OCT11,29OCT11,6,CYYZ,2245,LFPG,0610,B744,N,,,
AF,356,,AFR,356,27MAR11,08MAY11,1234567,LFPG,1155,CYYZ,2005,A343,N,,,
AF,356,,AFR,356,09MAY11,02OCT11,1234567,LFPG,1155,CYYZ,2005,B744,N,,,
AF,356,,AFR,356,03OCT11,28OCT11,1357,LFPG,1155,CYYZ,2005,A343,N,,,
AF,356,,AFR,356,04OCT11,29OCT11,246,LFPG,1155,CYYZ,2005,B744,N,,,
AF,377,,AFR,377,27MAR11,27MAR11,7,KDTW,0225,LFPG,1020,A343,N,,,
AF,377,,AFR,377,28MAR11,09MAY11,16,KDTW,0140,LFPG,0925,B332,N,,,
AF,377,,AFR,377,29MAR11,13MAY11,23457,KDTW,0140,LFPG,0925,A343,N,,,
AF,377,,AFR,377,14MAY11,29OCT11,1234567,KDTW,0140,LFPG,0925,A343,N,,,
AF,378,,AFR,378,27MAR11,08MAY11,57,LFPG,1135,KDTW,2020,B332,N,,,
AF,378,,AFR,378,28MAR11,12MAY11,12346,LFPG,1135,KDTW,2020,A343,N,,,
AF,378,,AFR,378,13MAY11,29OCT11,1234567,LFPG,1135,KDTW,2020,A343,N,,,
AF,401,,AFR,401,27MAR11,27MAR11,7,SCEL,2030,LFPG,1000,B772,N,,,
AF,401,,AFR,401,28MAR11,06JUN11,124567,SCEL,1950,LFPG,0925,B772,N,,,
AF,401,,AFR,401,07JUN11,06SEP11,124567,SCEL,1950,LFPG,0925,B772,N,,,
AF,401,,AFR,401,07SEP11,08OCT11,1234567,SCEL,1950,LFPG,0925,B772,N,,,
AF,401,,AFR,401,09OCT11,28OCT11,1234567,SCEL,1950,LFPG,0925,B772,N,,,
AF,401,,AFR,401,29OCT11,29OCT11,6,SCEL,1950,LFPG,0925,B772,N,,,
AF,406,,AFR,406,27MAR11,05JUN11,134567,LFPG,2120,SCEL,1130,B772,N,,,
AF,406,,AFR,406,06JUN11,05SEP11,134567,LFPG,2120,SCEL,1130,B772,N,,,
AF,406,,AFR,406,06SEP11,07OCT11,1234567,LFPG,2120,SCEL,1130,B772,N,,,
AF,406,,AFR,406,08OCT11,29OCT11,1234567,LFPG,2120,SCEL,1130,B772,N,,,
AF,417,,AFR,417,27MAR11,27MAR11,7,SAEZ,2110,LFPG,1000,B77W,N,,,
AF,417,,AFR,417,28MAR11,07SEP11,1234567,SAEZ,2005,LFPG,0900,B772,N,,,
AF,417,,AFR,417,08SEP11,27OCT11,47,SAEZ,2005,LFPG,0900,B77W,N,,,
AF,417,,AFR,417,09SEP11,28OCT11,12356,SAEZ,2005,LFPG,0900,B772,N,,,
AF,417,,AFR,417,29OCT11,29OCT11,6,SAEZ,2005,LFPG,0900,B772,N,,,
AF,418,,AFR,418,27MAR11,06SEP11,1234567,LFPG,2120,SAEZ,1055,B772,N,,,
AF,418,,AFR,418,07SEP11,29OCT11,36,LFPG,2120,SAEZ,1055,B77W,N,,,
AF,418,,AFR,418,08SEP11,28OCT11,12457,LFPG,2120,SAEZ,1055,B772,N,,,
AF,422,,AFR,422,27MAR11,29OCT11,1234567,LFPG,0840,SKBO,1930,A343,N,,,
AF,423,,AFR,423,27MAR11,28OCT11,1234567,SKBO,2235,LFPG,0915,A343,N,,,
AF,423,,AFR,423,29OCT11,29OCT11,6,SKBO,2235,LFPG,0915,A343,N,,,
AF,434,,AFR,434,27MAR11,02APR11,24567,LFPG,1430,MMMX,0210,B772,N,,,
AF,434,,AFR,434,03APR11,05JUN11,24567,LFPG,1430,MMMX,0210,B772,N,,,
AF,434,,AFR,434,06JUN11,21JUN11,124567,LFPG,1430,MMMX,0210,B772,N,,,
AF,434,,AFR,434,22JUN11,04SEP11,1234567,LFPG,1430,MMMX,0210,B772,N,,,
AF,434,,AFR,434,06SEP11,29OCT11,246,LFPG,1430,MMMX,0210,B772,N,,,
AF,435,,AFR,435,27MAR11,27MAR11,7,MMMX,0530,LFPG,1535,B772,N,,,
AF,435,,AFR,435,28MAR11,03APR11,13567,MMMX,0420,LFPG,1450,B772,N,,,
AF,435,,AFR,435,04APR11,06JUN11,13567,MMMX,0420,LFPG,1450,B772,N,,,
AF,435,,AFR,435,07JUN11,22JUN11,123567,MMMX,0420,LFPG,1450,B772,N,,,
AF,435,,AFR,435,23JUN11,05SEP11,1234567,MMMX,0420,LFPG,1450,B772,N,,,
AF,435,,AFR,435,07SEP11,28OCT11,357,MMMX,0420,LFPG,1450,B772,N,,,
AF,438,,AFR,438,27MAR11,02APR11,1234567,LFPG,1130,MMMX,2310,B772,N,,,
AF,438,,AFR,438,03APR11,08MAY11,1234567,LFPG,1130,MMMX,2310,B772,N,,,
AF,438,,AFR,438,09MAY11,29OCT11,1234567,LFPG,1130,MMMX,2310,B744,N,,,
AF,439,,AFR,439,27MAR11,27MAR11,7,MMMX,0250,LFPG,1305,B772,N,,,
AF,439,,AFR,439,28MAR11,03APR11,1234567,MMMX,0125,LFPG,1155,B772,N,,,
AF,439,,AFR,439,04APR11,09MAY11,1234567,MMMX,0125,LFPG,1155,B772,N,,,
AF,439,,AFR,439,10MAY11,29OCT11,1234567,MMMX,0125,LFPG,1155,B744,N,,,
AF,440,,AFR,440,21JUN11,29OCT11,24567,LFPG,0840,SPIM,2055,B772,N,,,
AF,441,,AFR,441,22JUN11,29OCT11,13567,SPIM,0005,LFPG,1205,B772,N,,,
AF,442,,AFR,442,27MAR11,08MAY11,1234567,LFPG,2120,SBGL,0820,B744,N,,,
AF,442,,AFR,442,09MAY11,14OCT11,1234567,LFPG,2120,SBGL,0820,B77W,N,,,
AF,442,,AFR,442,15OCT11,29OCT11,1234567,LFPG,2120,SBGL,0820,B77W,N,,,
AF,443,,AFR,443,27MAR11,27MAR11,7,SBGL,2020,LFPG,0700,B744,N,,,
AF,443,,AFR,443,28MAR11,09MAY11,1234567,SBGL,1920,LFPG,0600,B744,N,,,
AF,443,,AFR,443,10MAY11,15OCT11,1234567,SBGL,1920,LFPG,0600,B77W,N,,,
AF,443,,AFR,443,16OCT11,28OCT11,1234567,SBGL,1920,LFPG,0600,B77W,N,,,
AF,443,,AFR,443,29OCT11,29OCT11,6,SBGL,1920,LFPG,0600,B77W,N,,,
AF,444,,AFR,444,27MAR11,08JUN11,23567,LFPG,0830,SBGL,2000,B332,N,,,
AF,444,,AFR,444,09JUN11,19JUN11,234567,LFPG,0830,SBGL,2000,B332,N,,,
AF,444,,AFR,444,20JUN11,15OCT11,1234567,LFPG,0830,SBGL,2000,B332,N,,,
AF,444,,AFR,444,16OCT11,29OCT11,1234567,LFPG,0830,SBGL,2000,B332,N,,,
AF,445,,AFR,445,27MAR11,08JUN11,23567,SBGL,2200,LFPG,0915,B332,N,,,
AF,445,,AFR,445,09JUN11,19JUN11,234567,SBGL,2200,LFPG,0915,B332,N,,,
AF,445,,AFR,445,20JUN11,15OCT11,1234567,SBGL,2200,LFPG,0915,B332,N,,,
AF,445,,AFR,445,16OCT11,28OCT11,1234567,SBGL,2200,LFPG,0915,B332,N,,,
AF,445,,AFR,445,29OCT11,29OCT11,6,SBGL,2200,LFPG,0915,B332,N,,,
AF,454,,AFR,454,27MAR11,14OCT11,57,LFPG,2130,SBGR,0900,B77W,N,,,
AF,454,,AFR,454,28MAR11,02JUN11,134,LFPG,2130,SBGR,0900,B772,N,,,
AF,454,,AFR,454,29MAR11,04JUN11,26,LFPG,2130,SBGR,0900,B772,N,,,
AF,454,,AFR,454,06JUN11,02JUL11,126,LFPG,2130,SBGR,0900,B772,N,,,
AF,454,,AFR,454,08JUN11,30JUN11,34,LFPG,2130,SBGR,0900,B772,N,,,
AF,454,,AFR,454,04JUL11,13OCT11,134,LFPG,2130,SBGR,0900,B772,N,,,
AF,454,,AFR,454,05JUL11,11OCT11,26,LFPG,2130,SBGR,0900,B772,N,,,
AF,454,,AFR,454,15OCT11,29OCT11,12346,LFPG,2130,SBGR,0900,B772,N,,,
AF,454,,AFR,454,16OCT11,28OCT11,57,LFPG,2130,SBGR,0900,B77W,N,,,
AF,455,,AFR,455,27MAR11,27MAR11,7,SBGR,2020,LFPG,0725,B772,N,,,
AF,455,,AFR,455,28MAR11,15OCT11,16,SBGR,1915,LFPG,0625,B77W,N,,,
AF,455,,AFR,455,29MAR11,14OCT11,23457,SBGR,1915,LFPG,0625,B772,N,,,
AF,455,,AFR,455,16OCT11,28OCT11,23457,SBGR,1915,LFPG,0625,B772,N,,,
AF,455,,AFR,455,17OCT11,24OCT11,16,SBGR,1915,LFPG,0625,B77W,N,,,
AF,455,,AFR,455,29OCT11,29OCT11,6,SBGR,1915,LFPG,0625,B77W,N,,,
AF,456,,AFR,456,27MAR11,12MAY11,12467,LFPG,0830,SBGR,2025,B332,N,,,
AF,456,,AFR,456,13MAY11,07JUN11,124567,LFPG,0830,SBGR,2025,B332,N,,,
AF,456,,AFR,456,08JUN11,15OCT11,1234567,LFPG,0830,SBGR,2025,B332,N,,,
AF,456,,AFR,456,16OCT11,29OCT11,1234567,LFPG,0830,SBGR,2025,B332,N,,,
AF,459,,AFR,459,27MAR11,12MAY11,12467,SBGR,2215,LFPG,0935,B332,N,,,
AF,459,,AFR,459,13MAY11,07JUN11,124567,SBGR,2215,LFPG,0935,B332,N,,,
AF,459,,AFR,459,08JUN11,15OCT11,1234567,SBGR,2215,LFPG,0935,B332,N,,,
AF,459,,AFR,459,16OCT11,28OCT11,1234567,SBGR,2215,LFPG,0935,B332,N,,,
AF,459,,AFR,459,29OCT11,29OCT11,6,SBGR,2215,LFPG,0935,B332,N,,,
AF,467,,AFR,467,27MAR11,27MAR11,7,SVMI,0025,LFPG,0930,B332,N,,,
AF,468,,AFR,468,27MAR11,08MAY11,357,LFPG,0900,SVMI,1850,B332,N,,,
AF,468,,AFR,468,28MAR11,07MAY11,1246,LFPG,0900,SVMI,1850,A343,N,,,
AF,468,,AFR,468,09MAY11,05JUN11,134567,LFPG,0900,SVMI,1850,B332,N,,,
AF,468,,AFR,468,10MAY11,31MAY11,2,LFPG,0900,SVMI,1850,A343,N,,,
AF,468,,AFR,468,06JUN11,29OCT11,1234567,LFPG,0900,SVMI,1850,A343,N,,,
AF,471,,AFR,471,27MAR11,08MAY11,357,SVMI,2310,LFPG,0830,B332,N,,,
AF,471,,AFR,471,28MAR11,07MAY11,1246,SVMI,2310,LFPG,0830,A343,N,,,
AF,471,,AFR,471,09MAY11,05JUN11,134567,SVMI,2310,LFPG,0830,B332,N,,,
AF,471,,AFR,471,10MAY11,31MAY11,2,SVMI,2310,LFPG,0830,A343,N,,,
AF,471,,AFR,471,06JUN11,28OCT11,1234567,SVMI,2310,LFPG,0830,A343,N,,,
AF,471,,AFR,471,29OCT11,29OCT11,6,SVMI,2310,LFPG,0830,A343,N,,,
AF,503,,AFR,503,27MAR11,27MAR11,7,HECA,0535,LFPG,1030,B772,N,,,
AF,503,,AFR,503,28MAR11,26APR11,127,HECA,0435,LFPG,0920,B772,N,,,
AF,503,,AFR,503,30MAR11,28APR11,3456,HECA,0435,LFPG,0920,B332,N,,,
AF,503,,AFR,503,29APR11,04JUN11,3456,HECA,0435,LFPG,0920,B332,N,,,
AF,503,,AFR,503,01MAY11,06JUN11,127,HECA,0435,LFPG,0920,B772,N,,,
AF,503,,AFR,503,07JUN11,22JUN11,2357,HECA,0435,LFPG,0920,B332,N,,,
AF,503,,AFR,503,09JUN11,20JUN11,146,HECA,0435,LFPG,0920,B772,N,,,
AF,503,,AFR,503,23JUN11,04SEP11,234567,HECA,0435,LFPG,0920,B332,N,,,
AF,503,,AFR,503,27JUN11,05SEP11,1,HECA,0435,LFPG,0920,B772,N,,,
AF,503,,AFR,503,06SEP11,27SEP11,26,HECA,0435,LFPG,0920,B772,N,,,
AF,503,,AFR,503,07SEP11,29SEP11,13457,HECA,0435,LFPG,0920,B332,N,,,
AF,503,,AFR,503,30SEP11,28OCT11,13457,HECA,0435,LFPG,0920,B332,N,,,
AF,503,,AFR,503,01OCT11,29OCT11,26,HECA,0435,LFPG,0920,B772,N,,,
AF,508,,AFR,508,27MAR11,25APR11,167,LFPG,1135,HECA,1600,B772,N,,,
AF,508,,AFR,508,29MAR11,28APR11,2345,LFPG,1135,HECA,1600,B332,N,,,
AF,508,,AFR,508,29APR11,03JUN11,2345,LFPG,1135,HECA,1600,B332,N,,,
AF,508,,AFR,508,30APR11,05JUN11,167,LFPG,1135,HECA,1600,B772,N,,,
AF,508,,AFR,508,06JUN11,21JUN11,1246,LFPG,1135,HECA,1600,B332,N,,,
AF,508,,AFR,508,08JUN11,19JUN11,357,LFPG,1135,HECA,1600,B772,N,,,
AF,508,,AFR,508,22JUN11,03SEP11,123456,LFPG,1135,HECA,1600,B332,N,,,
AF,508,,AFR,508,26JUN11,04SEP11,7,LFPG,1135,HECA,1600,B772,N,,,
AF,508,,AFR,508,05SEP11,26SEP11,15,LFPG,1135,HECA,1600,B772,N,,,
AF,508,,AFR,508,06SEP11,29SEP11,23467,LFPG,1135,HECA,1600,B332,N,,,
AF,508,,AFR,508,30SEP11,28OCT11,15,LFPG,1135,HECA,1600,B772,N,,,
AF,508,,AFR,508,01OCT11,29OCT11,23467,LFPG,1135,HECA,1600,B332,N,,,
AF,510,,AFR,510,27MAR11,31MAR11,247,LFPG,1125,OSDI,1555,B320,N,,,
AF,510,,AFR,510,01APR11,05JUN11,24567,LFPG,1125,OSDI,1555,B320,N,,,
AF,510,,AFR,510,06JUN11,27OCT11,124567,LFPG,1125,OSDI,1555,B320,N,,,
AF,510,,AFR,510,28OCT11,29OCT11,56,LFPG,1125,OSDI,1555,B320,N,,,
AF,515,,AFR,515,28MAR11,30MAR11,13,OSDI,0435,LFPG,0930,B320,N,,,
AF,515,,AFR,515,01APR11,26OCT11,13567,OSDI,0435,LFPG,0930,B320,N,,,
AF,515,,AFR,515,07JUN11,25OCT11,2,OSDI,0435,LFPG,0930,B320,N,,,
AF,515,,AFR,515,28OCT11,29OCT11,56,OSDI,0435,LFPG,0930,B320,N,,,
AF,521,,AFR,521,29MAR11,26APR11,246,HECA,2315,LFPG,0355,B332,N,,,
AF,521,,AFR,521,28APR11,27SEP11,246,HECA,2315,LFPG,0355,B332,N,,,
AF,521,,AFR,521,29SEP11,29SEP11,4,HECA,2315,LFPG,0355,B332,N,,,
AF,521,,AFR,521,01OCT11,27OCT11,246,HECA,2315,LFPG,0355,B332,N,,,
AF,521,,AFR,521,29OCT11,29OCT11,6,HECA,2340,LFPG,0435,B332,N,,,
AF,524,,AFR,524,29MAR11,28APR11,246,LFPG,1420,HECA,1845,B332,N,,,
AF,524,,AFR,524,30APR11,29SEP11,246,LFPG,1420,HECA,1845,B332,N,,,
AF,524,,AFR,524,01OCT11,29OCT11,246,LFPG,1420,HECA,1845,B332,N,,,
AF,535,,AFR,535,28MAR11,04APR11,16,DFFD,2235,LFPG,0405,B332,N,,,
AF,535,,AFR,535,09APR11,07MAY11,6,DFFD,2235,LFPG,0405,A343,N,,,
AF,535,,AFR,535,11APR11,02MAY11,1,DFFD,2235,LFPG,0405,B332,N,,,
AF,535,,AFR,535,09MAY11,04JUN11,16,DFFD,2235,LFPG,0405,A343,N,,,
AF,535,,AFR,535,06JUN11,18JUN11,136,DFFD,2235,LFPG,0405,B332,N,,,
AF,535,,AFR,535,20JUN11,26OCT11,136,DFFD,2235,LFPG,0405,A343,N,,,
AF,535,,AFR,535,29OCT11,29OCT11,6,DFFD,2330,LFPG,0455,A343,N,,,
AF,536,,AFR,536,28MAR11,04APR11,16,LFPG,1410,DFFD,1940,B332,N,,,
AF,536,,AFR,536,09APR11,07MAY11,6,LFPG,1410,DFFD,1940,A343,N,,,
AF,536,,AFR,536,11APR11,02MAY11,1,LFPG,1410,DFFD,1940,B332,N,,,
AF,536,,AFR,536,09MAY11,04JUN11,16,LFPG,1410,DFFD,1940,A343,N,,,
AF,536,,AFR,536,06JUN11,18JUN11,136,LFPG,1410,DFFD,1940,B332,N,,,
AF,536,,AFR,536,20JUN11,29OCT11,136,LFPG,1410,DFFD,1940,A343,N,,,
AF,547,,AFR,547,27MAR11,10MAY11,247,DFFD,2015,DRRN,2120,A343,N,,,
AF,547,,AFR,547,27MAR11,10MAY11,247,DRRN,2250,LFPG,0405,A343,N,,,
AF,547,,AFR,547,01APR11,06MAY11,5,DFFD,2015,DRRN,2120,B332,N,,,
AF,547,,AFR,547,01APR11,06MAY11,5,DRRN,2250,LFPG,0405,B332,N,,,
AF,547,,AFR,547,12MAY11,03JUN11,45,DFFD,2015,DRRN,2120,B332,N,,,
AF,547,,AFR,547,12MAY11,03JUN11,45,DRRN,2250,LFPG,0405,B332,N,,,
AF,547,,AFR,547,15MAY11,07JUN11,27,DFFD,2015,DRRN,2120,A343,N,,,
AF,547,,AFR,547,15MAY11,07JUN11,27,DRRN,2250,LFPG,0405,A343,N,,,
AF,547,,AFR,547,09JUN11,23JUN11,247,DFFD,2015,DRRN,2120,A343,N,,,
AF,547,,AFR,547,09JUN11,23JUN11,247,DRRN,2250,LFPG,0405,A343,N,,,
AF,547,,AFR,547,10JUN11,17JUN11,5,DFFD,2015,DRRN,2120,B332,N,,,
AF,547,,AFR,547,10JUN11,17JUN11,5,DRRN,2250,LFPG,0405,B332,N,,,
AF,547,,AFR,547,24JUN11,28OCT11,2457,DFFD,2015,DRRN,2120,A343,N,,,
AF,547,,AFR,547,24JUN11,28OCT11,2457,DRRN,2250,LFPG,0405,A343,N,,,
AF,548,,AFR,548,27MAR11,10MAY11,247,LFPG,0900,DRRN,1420,A343,N,,,
AF,548,,AFR,548,27MAR11,10MAY11,247,DRRN,1540,DFFD,1640,A343,N,,,
AF,548,,AFR,548,01APR11,06MAY11,5,LFPG,0900,DRRN,1420,B332,N,,,
AF,548,,AFR,548,01APR11,06MAY11,5,DRRN,1540,DFFD,1640,B332,N,,,
AF,548,,AFR,548,12MAY11,03JUN11,45,LFPG,0900,DRRN,1420,B332,N,,,
AF,548,,AFR,548,12MAY11,03JUN11,45,DRRN,1540,DFFD,1640,B332,N,,,
AF,548,,AFR,548,15MAY11,07JUN11,27,LFPG,0900,DRRN,1420,A343,N,,,
AF,548,,AFR,548,15MAY11,07JUN11,27,DRRN,1540,DFFD,1640,A343,N,,,
AF,548,,AFR,548,09JUN11,23JUN11,247,LFPG,0900,DRRN,1420,A343,N,,,
AF,548,,AFR,548,09JUN11,23JUN11,247,DRRN,1540,DFFD,1640,A343,N,,,
AF,548,,AFR,548,10JUN11,17JUN11,5,LFPG,0900,DRRN,1420,B332,N,,,
AF,548,,AFR,548,10JUN11,17JUN11,5,DRRN,1540,DFFD,1640,B332,N,,,
AF,548,,AFR,548,24JUN11,28OCT11,2457,LFPG,0900,DRRN,1420,A343,N,,,
AF,548,,AFR,548,24JUN11,28OCT11,2457,DRRN,1540,DFFD,1640,A343,N,,,
AF,558,,AFR,558,27MAR11,29OCT11,1234567,LFPG,1415,FTTJ,1955,B319,N,,,
AF,559,,AFR,559,27MAR11,28OCT11,1234567,FTTJ,2225,LFPG,0410,B319,N,,,
AF,559,,AFR,559,29OCT11,29OCT11,6,FTTJ,2245,LFPG,0435,B319,N,,,
AF,561,,AFR,561,27MAR11,27MAR11,7,OLBA,0810,LFPG,1250,B332,N,,,
AF,561,,AFR,561,29MAR11,10MAY11,257,OLBA,0725,LFPG,1200,B332,N,,,
AF,561,,AFR,561,11MAY11,08JUN11,23567,OLBA,0725,LFPG,1200,B332,N,,,
AF,561,,AFR,561,09JUN11,07SEP11,1234567,OLBA,0725,LFPG,1200,B332,N,,,
AF,561,,AFR,561,09SEP11,03OCT11,123567,OLBA,0725,LFPG,1200,B332,N,,,
AF,561,,AFR,561,05OCT11,29OCT11,13567,OLBA,0725,LFPG,1200,B332,N,,,
AF,562,,AFR,562,28MAR11,09MAY11,146,LFPG,1430,OLBA,1845,B332,N,,,
AF,562,,AFR,562,10MAY11,07JUN11,12456,LFPG,1430,OLBA,1845,B332,N,,,
AF,562,,AFR,562,08JUN11,06SEP11,1234567,LFPG,1430,OLBA,1845,B332,N,,,
AF,562,,AFR,562,08SEP11,02OCT11,124567,LFPG,1430,OLBA,1845,B332,N,,,
AF,562,,AFR,562,04OCT11,29OCT11,24567,LFPG,1430,OLBA,1845,B332,N,,,
AF,565,,AFR,565,27MAR11,29OCT11,1234567,OLBA,1300,LFPG,1730,B77W,N,,,
AF,566,,AFR,566,27MAR11,29OCT11,1234567,LFPG,0700,OLBA,1105,B77W,N,,,
AF,636,,AFR,636,27MAR11,06JUN11,127,LFPG,0840,KIAH,1900,B772,N,,,
AF,636,,AFR,636,30MAR11,04JUN11,3456,LFPG,0840,KIAH,1900,B77W,N,,,
AF,636,,AFR,636,07JUN11,06SEP11,23456,LFPG,0840,KIAH,1900,B77W,N,,,
AF,636,,AFR,636,12JUN11,05SEP11,17,LFPG,0840,KIAH,1900,B772,N,,,
AF,636,,AFR,636,07SEP11,26OCT11,137,LFPG,0840,KIAH,1900,B772,N,,,
AF,636,,AFR,636,08SEP11,29OCT11,2456,LFPG,0840,KIAH,1900,B77W,N,,,
AF,639,,AFR,639,27MAR11,06JUN11,127,KIAH,2110,LFPG,0635,B772,N,,,
AF,639,,AFR,639,30MAR11,04JUN11,3456,KIAH,2110,LFPG,0635,B77W,N,,,
AF,639,,AFR,639,07JUN11,06SEP11,23456,KIAH,2110,LFPG,0635,B77W,N,,,
AF,639,,AFR,639,12JUN11,05SEP11,17,KIAH,2110,LFPG,0635,B772,N,,,
AF,639,,AFR,639,07SEP11,26OCT11,137,KIAH,2110,LFPG,0635,B772,N,,,
AF,639,,AFR,639,08SEP11,28OCT11,2456,KIAH,2110,LFPG,0635,B77W,N,,,
AF,639,,AFR,639,29OCT11,29OCT11,6,KIAH,2110,LFPG,0635,B77W,N,,,
AF,664,,AFR,664,27MAR11,06APR11,37,LFPG,0830,KORD,1735,B332,N,,,
AF,664,,AFR,664,28MAR11,09APR11,156,LFPG,0830,KORD,1735,A343,N,,,
AF,664,,AFR,664,10APR11,09MAY11,1567,LFPG,0830,KORD,1735,A343,N,,,
AF,664,,AFR,664,13APR11,04MAY11,3,LFPG,0830,KORD,1735,B332,N,,,
AF,664,,AFR,664,10MAY11,01JUN11,23,LFPG,0830,KORD,1735,B332,N,,,
AF,664,,AFR,664,12MAY11,06JUN11,14567,LFPG,0830,KORD,1735,A343,N,,,
AF,664,,AFR,664,07JUN11,06SEP11,1234567,LFPG,0830,KORD,1735,A343,N,,,
AF,664,,AFR,664,07SEP11,28SEP11,3,LFPG,0830,KORD,1735,B332,N,,,
AF,664,,AFR,664,08SEP11,02OCT11,124567,LFPG,0830,KORD,1735,A343,N,,,
AF,664,,AFR,664,03OCT11,28OCT11,135,LFPG,0830,KORD,1735,B332,N,,,
AF,664,,AFR,664,04OCT11,29OCT11,2467,LFPG,0830,KORD,1735,A343,N,,,
AF,667,,AFR,667,27MAR11,03APR11,7,KORD,2210,LFPG,0620,B332,N,,,
AF,667,,AFR,667,28MAR11,09APR11,156,KORD,2210,LFPG,0620,A343,N,,,
AF,667,,AFR,667,30MAR11,04MAY11,3,KORD,2210,LFPG,0620,B332,N,,,
AF,667,,AFR,667,10APR11,09MAY11,1567,KORD,2210,LFPG,0620,A343,N,,,
AF,667,,AFR,667,10MAY11,01JUN11,23,KORD,2210,LFPG,0620,B332,N,,,
AF,667,,AFR,667,12MAY11,06JUN11,14567,KORD,2210,LFPG,0620,A343,N,,,
AF,667,,AFR,667,07JUN11,06SEP11,1234567,KORD,2210,LFPG,0620,A343,N,,,
AF,667,,AFR,667,07SEP11,28SEP11,3,KORD,2210,LFPG,0620,B332,N,,,
AF,667,,AFR,667,08SEP11,02OCT11,124567,KORD,2210,LFPG,0620,A343,N,,,
AF,667,,AFR,667,03OCT11,28OCT11,135,KORD,2210,LFPG,0620,B332,N,,,
AF,667,,AFR,667,04OCT11,27OCT11,2467,KORD,2210,LFPG,0620,A343,N,,,
AF,667,,AFR,667,29OCT11,29OCT11,6,KORD,2210,LFPG,0620,A343,N,,,
AF,673,,AFR,673,27MAR11,27MAR11,7,NTAA,1825,KLAX,0230,B772,N,,,
AF,673,,AFR,673,01APR11,29OCT11,567,NTAA,1730,KLAX,0140,B772,N,,,
AF,674,,AFR,674,27MAR11,27MAR11,7,KLAX,0605,NTAA,1445,B772,N,,,
AF,674,,AFR,674,01APR11,29OCT11,567,KLAX,0530,NTAA,1355,B772,N,,,
AF,681,,AFR,681,27MAR11,03APR11,1234567,KATL,2145,LFPG,0610,B772,N,,,
AF,681,,AFR,681,04APR11,08MAY11,1234567,KATL,2145,LFPG,0610,B772,N,,,
AF,681,,AFR,681,09MAY11,22MAY11,1234567,KATL,2145,LFPG,0610,B772,N,,,
AF,681,,AFR,681,23MAY11,05JUN11,1234567,KATL,2145,LFPG,0610,B772,N,,,
AF,681,,AFR,681,06JUN11,31JUL11,1234567,KATL,2145,LFPG,0610,B772,N,,,
AF,681,,AFR,681,01AUG11,04SEP11,1234567,KATL,2145,LFPG,0610,B772,N,,,
AF,681,,AFR,681,05SEP11,28OCT11,1234567,KATL,2145,LFPG,0610,B772,N,,,
AF,681,,AFR,681,29OCT11,29OCT11,6,KATL,2145,LFPG,0610,B772,N,,,
AF,682,,AFR,682,27MAR11,03APR11,1234567,LFPG,0840,KATL,1805,B772,N,,,
AF,682,,AFR,682,04APR11,08MAY11,1234567,LFPG,0840,KATL,1805,B772,N,,,
AF,682,,AFR,682,09MAY11,22MAY11,1234567,LFPG,0840,KATL,1805,B772,N,,,
AF,682,,AFR,682,23MAY11,05JUN11,1234567,LFPG,0840,KATL,1805,B772,N,,,
AF,682,,AFR,682,06JUN11,31JUL11,1234567,LFPG,0840,KATL,1805,B772,N,,,
AF,682,,AFR,682,01AUG11,04SEP11,1234567,LFPG,0840,KATL,1805,B772,N,,,
AF,682,,AFR,682,05SEP11,29OCT11,1234567,LFPG,0840,KATL,1805,B772,N,,,
AF,688,,AFR,688,27MAR11,17APR11,1234567,LFPG,1130,KATL,2050,B772,N,,,
AF,688,,AFR,688,18APR11,08MAY11,1234567,LFPG,1130,KATL,2050,B772,N,,,
AF,688,,AFR,688,09MAY11,17JUL11,1234567,LFPG,1130,KATL,2050,B772,N,,,
AF,688,,AFR,688,18JUL11,10SEP11,1234567,LFPG,1130,KATL,2050,B772,N,,,
AF,688,,AFR,688,11SEP11,23OCT11,7,LFPG,1130,KATL,2050,B772,N,,,
AF,688,,AFR,688,12SEP11,29OCT11,123456,LFPG,1130,KATL,2050,B772,N,,,
AF,689,,AFR,689,28MAR11,18APR11,1234567,KATL,0055,LFPG,0920,B772,N,,,
AF,689,,AFR,689,19APR11,09MAY11,1234567,KATL,0055,LFPG,0920,B772,N,,,
AF,689,,AFR,689,10MAY11,18JUL11,1234567,KATL,0055,LFPG,0920,B772,N,,,
AF,689,,AFR,689,19JUL11,11SEP11,1234567,KATL,0055,LFPG,0920,B772,N,,,
AF,689,,AFR,689,12SEP11,24OCT11,1,KATL,0055,LFPG,0920,B772,N,,,
