Commercial AO designator,CFN,CFN suffix,ATC AO designator,ATC flight id,Start of period of operation,End of period of operation,Days of operation,ICAO ADEP,EOBT,ICAO ADES,ETA,ICAO aircraft type,No-change indicator,Change-actions indicator,Call-sign format,Next CFN
AF,5311,,AFR,5311,28MAR11,29OCT11,123456,LIPE,0450,LFLL,0605,BER3,N,,,
AF,5312,,AFR,5312,28MAR11,28OCT11,12345,LFLL,0650,LIPE,0755,BER3,N,,,
AF,5313,,AFR,5313,28MAR11,28OCT11,12345,LIPE,1105,LFLL,1220,BER3,N,,,
AF,5314,,AFR,5314,27MAR11,28OCT11,123457,LFLL,1330,LIPE,1435,BER3,N,,,
AF,5315,,AFR,5315,27MAR11,23OCT11,7,LIPE,1545,LFLL,1700,BER3,N,,,
AF,5315,,AFR,5315,28MAR11,28OCT11,12345,LIPE,1535,LFLL,1650,BER3,N,,,
AF,5316,,AFR,5316,27MAR11,28OCT11,123457,LFLL,1815,LIPE,1920,BER3,N,,,
AF,5318,,AFR,5318,28MAR11,29OCT11,123456,LFQQ,0450,LFML,0620,BE70,N,,,
AF,5319,,AFR,5319,28MAR11,29OCT11,123456,LFML,0700,LFQQ,0835,BE70,N,,,
AF,5324,,AFR,5324,27MAR11,28OCT11,123457,LFQQ,1140,LFML,1310,BE70,N,,,
AF,5325,,AFR,5325,27MAR11,28OCT11,123457,LFML,1350,LFQQ,1525,BE70,N,,,
AF,5326,,AFR,5326,27MAR11,28OCT11,123457,LFQQ,1610,LFML,1740,BE70,N,,,
AF,5327,,AFR,5327,27MAR11,28OCT11,123457,LFML,1825,LFQQ,2000,BE70,N,,,
AF,5330,,AFR,5330,27MAR11,23OCT11,7,LFJL,1510,LFMN,1630,BER4,N,,,
AF,5330,,AFR,5330,28MAR11,28OCT11,12345,LFJL,0810,LFMN,0930,BER4,N,,,
AF,5330,,AFR,5330,02APR11,29OCT11,6,LFJL,1020,LFMN,1140,BER4,N,,,
AF,5331,,AFR,5331,27MAR11,23OCT11,7,LFMN,1320,LFJL,1440,BER4,N,,,
AF,5331,,AFR,5331,28MAR11,28OCT11,12345,LFMN,1000,LFJL,1120,BER4,N,,,
AF,5331,,AFR,5331,02APR11,29OCT11,6,LFMN,0825,LFJL,0945,BER4,N,,,
AF,5333,,AFR,5333,27MAR11,23OCT11,7,LFRS,0710,LFMN,0840,BER4,N,,,
AF,5333,,AFR,5333,28MAR11,29OCT11,123456,LFRS,0540,LFMN,0705,BE90,N,,,
AF,5334,,AFR,5334,27MAR11,23OCT11,7,LFMN,0920,LFRS,1055,BER4,N,,,
AF,5334,,AFR,5334,28MAR11,29OCT11,123456,LFMN,0745,LFRS,0920,BE90,N,,,
AF,5337,,AFR,5337,27MAR11,28OCT11,123457,LFRS,1200,LFMN,1325,BE90,N,,,
AF,5337,,AFR,5337,02APR11,29OCT11,6,LFRS,1550,LFMN,1720,BER4,N,,,
AF,5338,,AFR,5338,27MAR11,28OCT11,123457,LFMN,1850,LFRS,2025,BE90,N,,,
AF,5338,,AFR,5338,02APR11,29OCT11,6,LFMN,1800,LFRS,1935,BER4,N,,,
AF,5341,,AFR,5341,28MAR11,29OCT11,123456,LFJL,0430,LFLL,0555,BAT7,N,,,
AF,5342,,AFR,5342,28MAR11,29OCT11,123456,LFLL,0635,LFJL,0735,BER4,N,,,
AF,5343,,AFR,5343,28MAR11,28OCT11,12345,LFJL,1150,LFLL,1250,BER4,N,,,
AF,5344,,AFR,5344,28MAR11,28OCT11,12345,LFLL,1315,LFJL,1435,BAT7,N,,,
AF,5345,,AFR,5345,27MAR11,23OCT11,7,LFJL,1555,LFLL,1655,BER4,N,,,
AF,5345,,AFR,5345,28MAR11,28OCT11,12345,LFJL,1530,LFLL,1655,BAT7,N,,,
AF,5346,,AFR,5346,27MAR11,28OCT11,123457,LFLL,1755,LFJL,1915,BAT7,N,,,
AF,5350,,AFR,5350,28MAR11,28OCT11,12345,LFST,0505,LFQQ,0605,BER3,N,,,
AF,5351,,AFR,5351,28MAR11,28OCT11,12345,LFQQ,0640,LFST,0735,BER3,N,,,
AF,5354,,AFR,5354,28MAR11,28OCT11,12345,LFST,1430,LFQQ,1530,BER4,N,,,
AF,5355,,AFR,5355,28MAR11,28OCT11,12345,LFQQ,1300,LFST,1355,BER4,N,,,
AF,5356,,AFR,5356,28MAR11,28OCT11,12345,LFST,1650,LFQQ,1750,BER3,N,,,
AF,5357,,AFR,5357,28MAR11,28OCT11,12345,LFQQ,1825,LFST,1920,BER3,N,,,
AF,5364,,AFR,5364,28MAR11,29OCT11,123456,LFRS,0455,EHAM,0625,BER4,N,,,
AF,5365,,AFR,5365,28MAR11,29OCT11,123456,EHAM,0725,LFRS,0855,BER4,N,,,
AF,5366,,AFR,5366,27MAR11,23OCT11,7,LFRS,1205,EHAM,1335,BER4,N,,,
AF,5366,,AFR,5366,28MAR11,28OCT11,12345,LFRS,1230,EHAM,1400,BER4,N,,,
AF,5367,,AFR,5367,27MAR11,23OCT11,7,EHAM,1420,LFRS,1550,BER4,N,,,
AF,5367,,AFR,5367,28MAR11,28OCT11,12345,EHAM,1450,LFRS,1620,BER4,N,,,
AF,5368,,AFR,5368,27MAR11,28OCT11,123457,LFRS,1620,EHAM,1750,BER4,N,,,
AF,5369,,AFR,5369,27MAR11,23OCT11,7,EHAM,1835,LFRS,2005,BER4,N,,,
AF,5369,,AFR,5369,28MAR11,28OCT11,12345,EHAM,1845,LFRS,2015,BER4,N,,,
AF,5375,,AFR,5375,27MAR11,29OCT11,1234567,LIPX,0545,LFPG,0720,BER4,N,,,
AF,5376,,AFR,5376,27MAR11,29OCT11,1234567,LFPG,0645,LIPX,0815,BER4,N,,,
AF,5377,,AFR,5377,27MAR11,29OCT11,1234567,LIPX,0855,LFPG,1030,BER4,N,,,
AF,5378,,AFR,5378,28MAR11,28OCT11,12345,LFPG,1055,LIPX,1225,BER4,N,,,
AF,5379,,AFR,5379,28MAR11,28OCT11,12345,LIPX,1325,LFPG,1500,BER4,N,,,
AF,5382,,AFR,5382,27MAR11,29OCT11,1234567,LFPG,1335,LIPX,1505,BER4,N,,,
AF,5383,,AFR,5383,27MAR11,28OCT11,123457,LIPX,1555,LFPG,1730,BER4,N,,,
AF,5384,,AFR,5384,27MAR11,28OCT11,123457,LFPG,1900,LIPX,2030,BER4,N,,,
AF,5386,,AFR,5386,28MAY11,24SEP11,6,LFKJ,1855,LFST,2035,BE70,N,,,
AF,5386,,AFR,5386,26JUN11,11SEP11,7,LFKJ,1055,LFST,1235,BER4,N,,,
AF,5387,,AFR,5387,28MAY11,24SEP11,6,LFST,1635,LFKJ,1815,BE70,N,,,
AF,5387,,AFR,5387,26JUN11,11SEP11,7,LFST,0830,LFKJ,1010,BER4,N,,,
AF,5388,,AFR,5388,23APR11,01OCT11,6,LFBO,1705,LFKJ,1825,BE70,N,,,
AF,5388,,AFR,5388,19JUN11,04SEP11,7,LFBO,0850,LFKJ,1010,BE70,N,,,
AF,5389,,AFR,5389,23APR11,01OCT11,6,LFKJ,1905,LFBO,2025,BE70,N,,,
AF,5389,,AFR,5389,19JUN11,04SEP11,7,LFKJ,1050,LFBO,1210,BE70,N,,,
AF,5390,,AFR,5390,28MAY11,03SEP11,6,LFST,1420,LFKB,1555,BER4,N,,,
AF,5391,,AFR,5391,28MAY11,03SEP11,6,LFKB,1630,LFST,1800,BER4,N,,,
AF,5392,,AFR,5392,19JUN11,28AUG11,7,LFKB,1350,LFJL,1525,BER4,N,,,
AF,5393,,AFR,5393,19JUN11,28AUG11,7,LFJL,1130,LFKB,1305,BER4,N,,,
AF,5394,,AFR,5394,28MAY11,17SEP11,6,LFKB,0835,LFMT,0935,BER4,N,,,
AF,5394,,AFR,5394,17JUL11,28AUG11,7,LFKB,1020,LFMT,1120,BER4,N,,,
AF,5395,,AFR,5395,28MAY11,17SEP11,6,LFMT,0650,LFKB,0755,BER4,N,,,
AF,5395,,AFR,5395,17JUL11,28AUG11,7,LFMT,1200,LFKB,1305,BER4,N,,,
AF,5396,,AFR,5396,28MAY11,03SEP11,6,LFLC,1120,LFKB,1240,BER4,N,,,
AF,5397,,AFR,5397,28MAY11,03SEP11,6,LFKB,1315,LFLC,1430,BER4,N,,,
AF,5398,,AFR,5398,02APR11,29OCT11,6,LFLC,0745,LFKJ,0900,BER4,N,,,
AF,5398,,AFR,5398,17JUL11,28AUG11,7,LFLC,0445,LFKJ,0600,BER4,N,,,
AF,5399,,AFR,5399,02APR11,29OCT11,6,LFKJ,0935,LFLC,1050,BER4,N,,,
AF,5399,,AFR,5399,17JUL11,28AUG11,7,LFKJ,1455,LFLC,1610,BER4,N,,,
AF,5401,,AFR,5401,28MAR11,29OCT11,123456,EBBR,0435,LFLL,0600,BER4,N,,,
AF,5402,,AFR,5402,28MAR11,28OCT11,12345,LFLL,0620,EBBR,0740,BER4,N,,,
AF,5403,,AFR,5403,28MAR11,28OCT11,12345,EBBR,1120,LFLL,1245,BER4,N,,,
AF,5404,,AFR,5404,27MAR11,23OCT11,7,LFLL,1355,EBBR,1515,BER3,N,,,
AF,5404,,AFR,5404,28MAR11,28OCT11,12345,LFLL,1355,EBBR,1515,BER4,N,,,
AF,5405,,AFR,5405,27MAR11,23OCT11,7,EBBR,1555,LFLL,1720,BER3,N,,,
AF,5405,,AFR,5405,28MAR11,28OCT11,12345,EBBR,1555,LFLL,1720,BER4,N,,,
AF,5406,,AFR,5406,27MAR11,28OCT11,123457,LFLL,1750,EBBR,1910,BER4,N,,,
AF,5411,,AFR,5411,28MAR11,28OCT11,12345,LFSB,0430,LFLL,0540,BAT5,N,,,
AF,5412,,AFR,5412,28MAR11,28OCT11,12345,LFLL,0635,LFSB,0750,BAT5,N,,,
AF,5413,,AFR,5413,28MAR11,28OCT11,12345,LFSB,1110,LFLL,1220,BAT5,N,,,
AF,5414,,AFR,5414,28MAR11,28OCT11,12345,LFLL,1315,LFSB,1430,BAT5,N,,,
AF,5415,,AFR,5415,27MAR11,23OCT11,7,LFSB,1555,LFLL,1650,BER4,N,,,
AF,5415,,AFR,5415,28MAR11,28OCT11,12345,LFSB,1550,LFLL,1700,BAT5,N,,,
AF,5416,,AFR,5416,27MAR11,27OCT11,12347,LFLL,1815,LFSB,1930,BAT5,N,,,
AF,5416,,AFR,5416,01APR11,28OCT11,5,LFLL,1815,LFSB,1915,BER4,N,,,
AF,5421,,AFR,5421,28MAR11,29OCT11,123456,LFBP,0435,LFLL,0545,BE70,N,,,
AF,5422,,AFR,5422,28MAR11,29OCT11,123456,LFLL,0650,LFBP,0830,BAT7,N,,,
AF,5423,,AFR,5423,27MAR11,28OCT11,123457,LFBP,1100,LFLL,1230,BAT7,N,,,
AF,5426,,AFR,5426,27MAR11,23OCT11,7,LFLL,1315,LFBP,1455,BAT7,N,,,
AF,5426,,AFR,5426,28MAR11,28OCT11,12345,LFLL,1315,LFBP,1425,BER4,N,,,
AF,5427,,AFR,5427,27MAR11,23OCT11,7,LFBP,1550,LFLL,1720,BAT7,N,,,
AF,5427,,AFR,5427,28MAR11,28OCT11,12345,LFBP,1610,LFLL,1720,BER4,N,,,
AF,5428,,AFR,5428,27MAR11,28OCT11,123457,LFLL,1755,LFBP,1905,BE70,N,,,
AF,5431,,AFR,5431,28MAR11,29OCT11,123456,LFBZ,0440,LFLL,0555,BE70,N,,,
AF,5432,,AFR,5432,28MAR11,29OCT11,123456,LFLL,0650,LFBZ,0805,BE70,N,,,
AF,5433,,AFR,5433,27MAR11,28OCT11,123457,LFBZ,1130,LFLL,1245,BE70,N,,,
AF,5433,,AFR,5433,02APR11,29OCT11,6,LFBZ,1300,LFLL,1415,BE70,N,,,
AF,5434,,AFR,5434,27MAR11,23OCT11,7,LFLL,0940,LFBZ,1055,BE70,N,,,
AF,5434,,AFR,5434,28MAR11,28OCT11,12345,LFLL,1330,LFBZ,1445,BE70,N,,,
AF,5434,,AFR,5434,02APR11,29OCT11,6,LFLL,1110,LFBZ,1225,BE70,N,,,
AF,5435,,AFR,5435,27MAR11,28OCT11,123457,LFBZ,1600,LFLL,1715,BE70,N,,,
AF,5436,,AFR,5436,27MAR11,28OCT11,123457,LFLL,1815,LFBZ,1930,BE70,N,,,
AF,5441,,AFR,5441,28MAR11,29OCT11,123456,LFRH,0440,LFLL,0605,BER4,N,,,
AF,5442,,AFR,5442,28MAR11,29OCT11,123456,LFLL,0635,LFRH,0805,BER4,N,,,
AF,5443,,AFR,5443,28MAR11,28OCT11,12345,LFRH,1105,LFLL,1230,BER4,N,,,
AF,5444,,AFR,5444,28MAR11,28OCT11,12345,LFLL,1335,LFRH,1505,BER4,N,,,
AF,5445,,AFR,5445,27MAR11,28OCT11,123457,LFRH,1545,LFLL,1710,BER4,N,,,
AF,5446,,AFR,5446,27MAR11,28OCT11,123457,LFLL,1745,LFRH,1915,BER4,N,,,
AF,5449,,AFR,5449,28MAR11,28OCT11,12345,LFML,0430,LFBD,0540,BER4,N,,,
AF,5449,,AFR,5449,02APR11,29OCT11,6,LFML,0530,LFBD,0640,BER4,N,,,
AF,5450,,AFR,5450,28MAR11,29OCT11,123456,LFBD,0500,LFML,0605,BE90,N,,,
AF,5451,,AFR,5451,27MAR11,23OCT11,7,LFML,0700,LFBD,0810,BER4,N,,,
AF,5451,,AFR,5451,28MAR11,29OCT11,123456,LFML,0640,LFBD,0750,BE90,N,,,
AF,5452,,AFR,5452,27MAR11,29OCT11,14567,LFBD,0930,LFML,1035,BER4,N,,,
AF,5452,,AFR,5452,29MAR11,26OCT11,23,LFBD,0930,LFML,1035,BE90,N,,,
AF,5453,,AFR,5453,27MAR11,29OCT11,14567,LFML,1115,LFBD,1225,BER4,N,,,
AF,5453,,AFR,5453,29MAR11,26OCT11,23,LFML,1115,LFBD,1225,BE90,N,,,
AF,5454,,AFR,5454,27MAR11,28OCT11,123457,LFBD,1335,LFML,1440,BE90,N,,,
AF,5455,,AFR,5455,27MAR11,28OCT11,123457,LFML,1520,LFBD,1630,BE90,N,,,
AF,5456,,AFR,5456,27MAR11,28OCT11,123457,LFBD,1710,LFML,1815,BE90,N,,,
AF,5456,,AFR,5456,02APR11,29OCT11,6,LFBD,1745,LFML,1850,BER4,N,,,
AF,5457,,AFR,5457,27MAR11,28OCT11,123457,LFML,1855,LFBD,2005,BE90,N,,,
AF,5458,,AFR,5458,27MAR11,28OCT11,123457,LFBD,1825,LFML,1930,BER4,N,,,
AF,5462,,AFR,5462,28MAR11,28OCT11,12345,LFST,0455,LFML,0610,BER4,N,,,
AF,5462,,AFR,5462,02APR11,29OCT11,6,LFST,0505,LFML,0620,BER4,N,,,
AF,5463,,AFR,5463,28MAR11,28OCT11,12345,LFML,0640,LFST,0755,BER4,N,,,
AF,5463,,AFR,5463,02APR11,29OCT11,6,LFML,0650,LFST,0805,BER4,N,,,
AF,5466,,AFR,5466,27MAR11,23OCT11,7,LFST,1315,LFML,1430,BER4,N,,,
AF,5466,,AFR,5466,28MAR11,29OCT11,123456,LFST,1240,LFML,1355,BER4,N,,,
AF,5467,,AFR,5467,27MAR11,23OCT11,7,LFML,1505,LFST,1620,BER4,N,,,
AF,5467,,AFR,5467,28MAR11,29OCT11,123456,LFML,1430,LFST,1545,BER4,N,,,
AF,5468,,AFR,5468,27MAR11,28OCT11,123457,LFST,1650,LFML,1805,BER4,N,,,
AF,5469,,AFR,5469,27MAR11,28OCT11,123457,LFML,1835,LFST,1950,BER4,N,,,
AF,5472,,AFR,5472,28MAR11,28OCT11,12345,LFST,0455,LFBD,0625,BER4,N,,,
AF,5473,,AFR,5473,28MAR11,28OCT11,12345,LFBD,0655,LFST,0820,BER4,N,,,
AF,5473,,AFR,5473,02APR11,29OCT11,6,LFBD,0840,LFST,1005,BER4,N,,,
AF,5476,,AFR,5476,02APR11,29OCT11,6,LFST,1045,LFBD,1215,BER4,N,,,
AF,5477,,AFR,5477,27MAR11,28OCT11,123457,LFBD,1430,LFST,1555,BER4,N,,,
AF,5478,,AFR,5478,27MAR11,28OCT11,123457,LFST,1625,LFBD,1755,BER4,N,,,
AF,5482,,AFR,5482,28MAR11,28OCT11,12345,LFST,0450,EHAM,0605,BER4,N,,,
AF,5483,,AFR,5483,28MAR11,28OCT11,12345,EHAM,0725,LFST,0835,BER4,N,,,
AF,5483,,AFR,5483,02APR11,29OCT11,6,EHAM,1100,LFST,1210,BER4,N,,,
AF,5484,,AFR,5484,28MAR11,28OCT11,12345,LFST,0820,EHAM,0935,BER3,N,,,
AF,5484,,AFR,5484,02APR11,29OCT11,6,LFST,0820,EHAM,0935,BER4,N,,,
AF,5485,,AFR,5485,28MAR11,28OCT11,12345,EHAM,1430,LFST,1540,BER3,N,,,
AF,5486,,AFR,5486,27MAR11,23OCT11,7,LFST,0820,EHAM,0935,BER3,N,,,
AF,5486,,AFR,5486,28MAR11,28OCT11,12345,LFST,1620,EHAM,1735,BER4,N,,,
AF,5487,,AFR,5487,27MAR11,23OCT11,7,EHAM,1815,LFST,1925,BER3,N,,,
AF,5487,,AFR,5487,28MAR11,28OCT11,12345,EHAM,1815,LFST,1925,BER4,N,,,
AF,5489,,AFR,5489,28MAR11,29OCT11,123456,EDDV,0525,LFPG,0655,BER4,N,,,
AF,5490,,AFR,5490,27MAR11,23OCT11,7,LFPG,0535,EDDV,0705,BER4,N,,,
AF,5490,,AFR,5490,28MAR11,29OCT11,123456,LFPG,0535,EDDV,0705,BE70,N,,,
AF,5491,,AFR,5491,27MAR11,23OCT11,7,EDDV,0820,LFPG,0950,BER4,N,,,
AF,5491,,AFR,5491,28MAR11,29OCT11,123456,EDDV,0820,LFPG,0950,BE70,N,,,
AF,5492,,AFR,5492,28MAR11,28OCT11,12345,LFPG,0745,EDDV,0915,BER4,N,,,
AF,5493,,AFR,5493,28MAR11,28OCT11,12345,EDDV,1100,LFPG,1230,BER4,N,,,
AF,5496,,AFR,5496,27MAR11,29OCT11,67,LFPG,1125,EDDV,1255,BER4,N,,,
AF,5496,,AFR,5496,28MAR11,28OCT11,12345,LFPG,1125,EDDV,1255,BE70,N,,,
AF,5497,,AFR,5497,27MAR11,29OCT11,67,EDDV,1410,LFPG,1540,BER4,N,,,
AF,5497,,AFR,5497,28MAR11,28OCT11,12345,EDDV,1410,LFPG,1540,BE70,N,,,
AF,5498,,AFR,5498,27MAR11,28OCT11,123457,LFPG,1620,EDDV,1750,BE70,N,,,
AF,5498,,AFR,5498,02APR11,29OCT11,6,LFPG,1620,EDDV,1750,BER4,N,,,
AF,5499,,AFR,5499,27MAR11,28OCT11,123457,EDDV,1825,LFPG,1955,BE70,N,,,
AF,5499,,AFR,5499,02APR11,29OCT11,6,EDDV,1825,LFPG,1955,BER4,N,,,
AF,5500,,AFR,5500,27MAR11,28OCT11,123457,LFPG,1850,EDDV,2020,BER4,N,,,
AF,5504,,AFR,5504,28MAR11,29OCT11,123456,LFQQ,0500,LFBO,0630,BE70,N,,,
AF,5505,,AFR,5505,28MAR11,28OCT11,12345,LFBO,0710,LFQQ,0840,BE70,N,,,
AF,5505,,AFR,5505,02APR11,29OCT11,6,LFBO,0645,LFQQ,0815,BER4,N,,,
AF,5508,,AFR,5508,28MAR11,28OCT11,12345,LFQQ,1115,LFBO,1245,BE70,N,,,
AF,5508,,AFR,5508,02APR11,29OCT11,6,LFQQ,0845,LFBO,1015,BER4,N,,,
AF,5509,,AFR,5509,28MAR11,28OCT11,12345,LFBO,1400,LFQQ,1530,BE70,N,,,
AF,5509,,AFR,5509,02APR11,29OCT11,6,LFBO,0910,LFQQ,1040,BE70,N,,,
AF,5510,,AFR,5510,27MAR11,23OCT11,7,LFQQ,1440,LFBO,1610,BE70,N,,,
AF,5510,,AFR,5510,28MAR11,28OCT11,12345,LFQQ,1605,LFBO,1735,BE70,N,,,
AF,5511,,AFR,5511,27MAR11,28OCT11,123457,LFBO,1815,LFQQ,1945,BE70,N,,,
AF,5515,,AFR,5515,28MAR11,29OCT11,123456,EDDN,0440,LFPG,0610,BER4,N,,,
AF,5516,,AFR,5516,28MAR11,28OCT11,12345,LFPG,0535,EDDN,0700,BE70,N,,,
AF,5516,,AFR,5516,02APR11,29OCT11,6,LFPG,0535,EDDN,0700,BER4,N,,,
AF,5517,,AFR,5517,27MAR11,23OCT11,7,EDDN,0830,LFPG,1000,BER4,N,,,
AF,5517,,AFR,5517,28MAR11,28OCT11,12345,EDDN,0850,LFPG,1020,BE70,N,,,
AF,5517,,AFR,5517,02APR11,29OCT11,6,EDDN,0850,LFPG,1020,BER4,N,,,
AF,5518,,AFR,5518,28MAR11,28OCT11,12345,LFPG,0805,EDDN,0930,BER4,N,,,
AF,5519,,AFR,5519,28MAR11,28OCT11,12345,EDDN,1110,LFPG,1240,BER4,N,,,
AF,5520,,AFR,5520,27MAR11,29OCT11,1234567,LFPG,1045,EDDN,1210,BE70,N,,,
AF,5521,,AFR,5521,27MAR11,29OCT11,1234567,EDDN,1405,LFPG,1535,BE70,N,,,
AF,5524,,AFR,5524,27MAR11,28OCT11,123457,LFPG,1620,EDDN,1745,BE70,N,,,
AF,5525,,AFR,5525,27MAR11,28OCT11,123457,EDDN,1830,LFPG,2000,BE70,N,,,
AF,5526,,AFR,5526,27MAR11,29OCT11,1234567,LFPG,1815,EDDN,1940,BER4,N,,,
AF,5529,,AFR,5529,28MAR11,29OCT11,123456,EDDW,0430,LFPG,0600,BER4,N,,,
AF,5530,,AFR,5530,28MAR11,28OCT11,12345,LFPG,0545,EDDW,0715,BER4,N,,,
AF,5531,,AFR,5531,28MAR11,28OCT11,12345,EDDW,0830,LFPG,1000,BER4,N,,,
AF,5532,,AFR,5532,27MAR11,29OCT11,1234567,LFPG,1105,EDDW,1235,BER4,N,,,
AF,5533,,AFR,5533,27MAR11,29OCT11,1234567,EDDW,1315,LFPG,1445,BER4,N,,,
AF,5534,,AFR,5534,27MAR11,28OCT11,123457,LFPG,1340,EDDW,1515,BER4,N,,,
AF,5535,,AFR,5535,27MAR11,28OCT11,123457,EDDW,1600,LFPG,1730,BER4,N,,,
AF,5536,,AFR,5536,27MAR11,28OCT11,123457,LFPG,1740,EDDW,1910,BER4,N,,,
AF,5539,,AFR,5539,28MAR11,28OCT11,12345,LFBO,0440,LFST,0600,BER4,N,,,
AF,5539,,AFR,5539,02APR11,29OCT11,6,LFBO,0500,LFST,0625,BE70,N,,,
AF,5540,,AFR,5540,28MAR11,28OCT11,12345,LFST,0640,LFBO,0805,BER4,N,,,
AF,5540,,AFR,5540,02APR11,29OCT11,6,LFST,0710,LFBO,0835,BE70,N,,,
AF,5543,,AFR,5543,27MAR11,23OCT11,7,LFBO,1820,LFST,1940,BER4,N,,,
AF,5543,,AFR,5543,28MAR11,28OCT11,12345,LFBO,1430,LFST,1550,BER4,N,,,
AF,5544,,AFR,5544,27MAR11,28OCT11,123457,LFST,1235,LFBO,1400,BER4,N,,,
AF,5545,,AFR,5545,27MAR11,28OCT11,123457,LFBO,1645,LFST,1810,BE70,N,,,
AF,5546,,AFR,5546,27MAR11,28OCT11,123457,LFST,1850,LFBO,2015,BE70,N,,,
AF,5553,,AFR,5553,27MAR11,29OCT11,1234567,EGPD,0500,LFPG,0700,BE90,N,,,
AF,5556,,AFR,5556,27MAR11,29OCT11,1234567,LFPG,0810,EGPD,1010,BE90,N,,,
AF,5557,,AFR,5557,27MAR11,29OCT11,1234567,EGPD,1050,LFPG,1250,BE90,N,,,
AF,5558,,AFR,5558,27MAR11,29OCT11,1234567,LFPG,1330,EGPD,1530,BE90,N,,,
AF,5559,,AFR,5559,27MAR11,28OCT11,123457,EGPD,1605,LFPG,1805,BE90,N,,,
AF,5560,,AFR,5560,27MAR11,28OCT11,123457,LFPG,1800,EGPD,2000,BE90,N,,,
AF,5561,,AFR,5561,28MAR11,29OCT11,123456,LIPZ,0435,LFLL,0600,BER4,N,,,
AF,5562,,AFR,5562,28MAR11,29OCT11,123456,LFLL,0700,LIPZ,0820,BE70,N,,,
AF,5563,,AFR,5563,28MAR11,28OCT11,12345,LIPZ,1050,LFLL,1215,BE70,N,,,
AF,5563,,AFR,5563,02APR11,29OCT11,6,LIPZ,0905,LFLL,1030,BE70,N,,,
AF,5564,,AFR,5564,27MAR11,28OCT11,123457,LFLL,1330,LIPZ,1450,BE70,N,,,
AF,5565,,AFR,5565,27MAR11,28OCT11,123457,LIPZ,1555,LFLL,1720,BE70,N,,,
AF,5566,,AFR,5566,27MAR11,28OCT11,123457,LFLL,1750,LIPZ,1910,BER4,N,,,
AF,5569,,AFR,5569,27MAR11,29OCT11,1234567,LEVX,0455,LFPG,0700,BER4,N,,,
AF,5572,,AFR,5572,28MAR11,28OCT11,12345,LFPG,0745,LEVX,0945,BE90,N,,,
AF,5572,,AFR,5572,02APR11,29OCT11,6,LFPG,0745,LEVX,0950,BER4,N,,,
AF,5573,,AFR,5573,28MAR11,28OCT11,12345,LEVX,1040,LFPG,1240,BE90,N,,,
AF,5573,,AFR,5573,02APR11,29OCT11,6,LEVX,1040,LFPG,1245,BER4,N,,,
AF,5576,,AFR,5576,27MAR11,29OCT11,1234567,LFPG,1325,LEVX,1530,BER4,N,,,
AF,5577,,AFR,5577,27MAR11,28OCT11,123457,LEVX,1600,LFPG,1805,BER4,N,,,
AF,5578,,AFR,5578,27MAR11,28OCT11,123457,LFPG,1740,LEVX,1945,BER4,N,,,
AF,5581,,AFR,5581,28MAR11,29OCT11,123456,EDDS,0455,LFLL,0600,BER3,N,,,
AF,5582,,AFR,5582,28MAR11,28OCT11,12345,LFLL,0715,EDDS,0825,BER3,N,,,
AF,5583,,AFR,5583,28MAR11,28OCT11,12345,EDDS,1110,LFLL,1215,BER3,N,,,
AF,5584,,AFR,5584,28MAR11,28OCT11,12345,LFLL,1315,EDDS,1425,BER3,N,,,
AF,5585,,AFR,5585,28MAR11,28OCT11,12345,EDDS,1550,LFLL,1655,BER3,N,,,
AF,5586,,AFR,5586,27MAR11,23OCT11,7,LFLL,1800,EDDS,1910,BER3,N,,,
AF,5586,,AFR,5586,28MAR11,28OCT11,12345,LFLL,1755,EDDS,1905,BER3,N,,,
AF,5590,,AFR,5590,28MAR11,28OCT11,12345,LFBO,0505,LFML,0600,BE70,N,,,
AF,5591,,AFR,5591,28MAR11,28OCT11,12345,LFML,0640,LFBO,0735,BE70,N,,,
AF,5594,,AFR,5594,28MAR11,28OCT11,12345,LFBO,1335,LFML,1430,BE70,N,,,
AF,5595,,AFR,5595,28MAR11,28OCT11,12345,LFML,1510,LFBO,1605,BE70,N,,,
AF,5596,,AFR,5596,27MAR11,28OCT11,123457,LFBO,1740,LFML,1830,BER4,N,,,
AF,5597,,AFR,5597,27MAR11,23OCT11,7,LFML,1905,LFBO,1955,BER4,N,,,
AF,5597,,AFR,5597,28MAR11,28OCT11,12345,LFML,1855,LFBO,1945,BER4,N,,,
AF,5601,,AFR,5601,28MAR11,29OCT11,123456,LFMN,0700,LFBO,0830,BAT7,N,,,
AF,5602,,AFR,5602,28MAR11,29OCT11,123456,LFBO,0455,LFMN,0615,BAT7,N,,,
AF,5603,,AFR,5603,27MAR11,26JUN11,7,LFMN,1100,LFBO,1230,BAT7,N,,,
AF,5603,,AFR,5603,28MAR11,28OCT11,12345,LFMN,1405,LFBO,1535,BAT7,N,,,
AF,5603,,AFR,5603,03JUL11,04SEP11,7,LFMN,1120,LFBO,1250,BAT7,N,,,
AF,5603,,AFR,5603,11SEP11,23OCT11,7,LFMN,1100,LFBO,1230,BAT7,N,,,
AF,5604,,AFR,5604,28MAR11,29OCT11,123456,LFBO,0905,LFMN,1025,BAT7,N,,,
AF,5605,,AFR,5605,28MAR11,28OCT11,123457,LFMN,1825,LFBO,1955,BAT7,N,,,
AF,5606,,AFR,5606,27MAR11,26JUN11,7,LFBO,1315,LFMN,1435,BAT7,N,,,
